,Name,DrinkType,Category,Glass,IBA,Recipe,Ingredients,Measure
172,Bruce's Puce,,,,,"In A Regular-sized Shot Glass, Layer, With A Spoon Or Cherry, The Grenadine , The Kahlua , Then The Bailey's Irish Cream In Equal Portions. It Goes Down Really Smooth ,and You Don't Even Need A Chaser. It Tastes Just Like Chocolate Milk.(really!)",,
173,Bruised Heart,,,,,"Pour All Ingredients In A Mixing Tin Over Ice, Stir, And Strain Into Shot Glass",,
174,Bubble Gum,,,,,Layer In Order Into A Shot Glass.,,1/4
175,Buccaneer,,,,,Pour The Corona Into An 18oz Beer Glass Pour The Bacardi Limon Into The Beer Stir Very Gently,Corona,1
176,Bumble Bee #1,,,,,"This Is A Layered Shot. First Pour The Bailey's Into The Shot Glass. Then Take An Upside Down Spoon And Touch It To The Inside Wall Of The Glass. Carefully Add The Kahlua. Repeat This Process For The Sambuca. If Done Properly, The Alcohol Will Stay Separated And Resemble A Bumble Bee. Enjoy!!!",,
177,Butter Baby,,,,,Blend Together In A Blender. Serve In A Chilled Beer Mug With Fresh Blueberries And Caramel For Topping.,,
178,Cafe Savoy,,,,,"Fill Mug Almost To Top With Coffee.add Milk, Triple Sec And Brandy. Stir.",Coffee,
179,Caipirinha,,,,,Place Lime And Sugar Into Old Fashioned Glass And Muddle (mash The Two Ingredients Together Using A Muddler Or A Wooden Spoon). Fill The Glass With Ice And Add The Cachaça.,,2 Tsp
180,Caipirissima,,,,,Same As Caipirinha But Instead Of Cachaca You Add White Rum. It's Great!!!!!!!!,Lime,2
181,California Lemonade,,,,,Shake All Ingredients (except Carbonated Water) With Ice And Strain Into A Collins Glass Over Shaved Ice. Fill With Carbonated Water And Stir. Decorate With Slices Of Orange And Lemon. Add The Cherry And Serve With A Straw.,,
182,California Root Beer,,,,,Put Kahlua And Galliano In Highball Glass Fill With Soda,,
183,Campari Beer,,,,,Use A 15 Oz Glass. Add Campari First. Fill With Beer.,,
184,Caribbean Boilermaker,,,,,Pour The Corona Into An 18oz Beer Glass Pour The Rum Into The Beer.,,
185,Caribbean Orange Liqueur,,,,,"Pare Very Thinly The Bright-colored Rind From The Oranges (no White). Blot The Peel On Paper Towels To Remove Any Excess Oil. Put Peel In A 4 Cup Screw-top Jar. Add 2 Cups Vodka. Close Jar. Store In A Cool, Dark Place For 2 Days Or Until The Vodka Has Absorbed The Flavor. Remove Peel And Add Remaining Vodka. Close Jar And Add Remaining Cup Of Vodka. Close The Jar And Store In A Cool Dark Place At Least 1 Month To Age.",Orange,3 Large
186,Casino,,,,,Pour All Ingredients Into Shaker With Ice Cubes. Shake Well. Strain Into Chilled Cocktail Glass. Garnish With A Lemon Twist And A Maraschino Cherry. Serve Without A Straw.,,
187,Casino Royale,,,,,,,
188,Castillian Hot Chocolate,,Cocoa,,,"Shift The Cocoa And Sugar Together Into A Medium-sized Saucepan. Dissolve The Cornstarch In The Water, And Stir Into The Cocoa And Sugar Until It Is A Smooth Paste. Begin Heating The Mixture, Stirring It With A Whisk, And Gradually Pour In The Milk. Continue Stirring With The Whisk As You Bring The Liquid To A Simmer. Allow The Chocolate To Simmer For About 10 Minutes, Stirring Often, Until It Is Thick, Glossy And Completely Smooth. Serve Steaming Hot In Coffee Mug. Serves Six.",Cocoa Powder,1/2 Cup
189,Champagne Cocktail,,,,,Add Dash Of Angostura Bitter Onto Sugar Cube And Drop It Into Champagne Flute. Add Cognac Followed By Gently Pouring Chilled Champagne. Garnish With Orange Slice And Maraschino Cherry.,,
190,Cherry Electric Lemonade,Unfilled,,,,Now Stir Vigorously And Then Pour Over A Large Cup Of Ice. Now Drink It With A Straw And Stir Occasionally.,,
191,Cherry Rum,,,,,,,1 1/4 Oz
192,Chicago Fizz,,,,,"Shake All Ingredients (except Carbonated Water) With Ice And Strain Into A Highball Glass Over Two Ice Cubes. Fill With Carbonated Water, Stir, And Serve.",,
193,Chocolate Beverage,,,,,"Boil Milk In The Top Of A Deep Double Boiler Five Minutes. Remove From Fire And Add Chocolate, Mixed With The Cinnamon, A Little At A Time, Beating With Molinillo Or Egg Beater After Each Addition. When The Chocolate Is Thoroughly Blended, Heat To The Boiling Point. Place Over Bottom Of Double Boiler And Add Eggs, Whipping Constantly, Until They Are Thoroughly Blended And The Mixture Is Frothing. Serve In Coffee Mug. Serves Eight.",,6 Cups
194,Chocolate Black Russian,,,,,Combine All Ingredients In An Electric Blender And Blend At A Low Speed For A Short Length Of Time. Pour Into A Chilled Champagne Flute And Serve.,,
195,Chocolate Drink,,,,,"Melt The Bar In A Small Amount Of Boiling Water. Add Milk. Cook Over Low Heat, Whipping Gently (with A Whisk, I Would Assume) Until Heated Well. Don't Let It Boil! Serve In Coffee Mug.",Chocolate,125 Gr
196,Chocolate Milk,,,,,"Put The Milk In The Bottom, Pour The Liquer On Top And Add The Dash Of Amaretto. Do Not Mix. Slam It!",Chocolate Liqueur,1/2 Shot
197,Chocolate Monkey,,,Parfait Glass,,"Blend Liqeuors With Ice-cream, Milk And Syrup. Pour Into Parfait Glass, Top With Whipped Cream And Garnish With Banana And Cherry.",Banana Liqueur,
198,Citrus Coke,,,,,Pour Half Of Coke In A Glass. Then Add Bacardi And Top It Off With The Remaining Coke. Stir And Drink Up!,Bacardi Limon,
199,City Slicker,,,,,,,
200,Classic Old-fashioned,,,,,"In An Old-fashioned Glass, Muddle The Bitters And Water Into The Sugar Cube, Using The Back Of A Teaspoon. Almost Fill The Glass With Ice Cubes And Add The Bourbon. Garnish With The Orange Slice And The Cherry. Serve With A Swizzle Stick.",Bitters,3 Dashes
201,Clove Cocktail,,,,,,,
202,Clover Club,,,,,"Dry Shake Ingredients To Emulsify, Add Ice, Shake And Served Straight Up.",,
203,Coffee Liqueur,,,,,"Combine Coffee, Sugar And Water. Simmer 1 Hour And Let Cool. Add Vanilla And Vodka. Age In Sealed Jar 2 To 3 Weeks.",,10 Tblsp Instant
204,Coffee-vodka,,,,,"Boil Water And Sugar Until Dissolved. Turn Off Heat. Slowly Add Dry Instant Coffee And Continue Stirring. Add A Chopped Vanilla Bean To The Vodka, Then Combine The Cooled Sugar Syrup And Coffee Solution With The Vodka. Cover Tightly And Shake Vigorously Each Day For 3 Weeks. Strain And Filter. Its Also Best To Let The Sugar Mixture Cool Completely So The Vodka Won't Evaporate When Its Added. If You Like A Smoother Feel To The Liqueur You Can Add About 1 Teaspoon Of Glycerine To The Finished Product.",,
205,Coke And Drops,,,,,"Take A Glass, Pour The Coke In The Glass, Then You Take 7 Drops Of Lemon Juice. Granish With A Lemon Slice On The Rim Of The Glass.",Coca-cola,1 Dl
206,Cosmopolitan,,,,,Add All Ingredients Into Cocktail Shaker Filled With Ice. Shake Well And Double Strain Into Large Cocktail Glass. Garnish With Lime Wheel.,,
207,Cosmopolitan Martini,,,,,"Pour All Ingredients In Mixing Glass Half Filled With Ice, Shake And Strain Into Chilled Martini Glass.",Cointreau,
208,Cranberry Cordial,,,,,"Place The Chopped Cranberries In A 2 Liter Jar That Has A Tight-fitting Lid. Add The Sugar And Rum. Adjust The Lid Securely And Place The Jar In A Cool, Dark Place. Invert The Jar And Shake It Every Day For Six Weeks. Strain The Cordial Into Bottles And Seal With Corks.",Cranberries,1/2 Kg Chopped
209,Cranberry Punch,,,,,"Combine First Four Ingredients. Stir Until Sugar Is Dissolved, Chill. Then Add Ginger Ale Just Before Serving. Add Ice Ring To Keep Punch Cold.",,4 Cups
210,Cream Soda,,,,,Pour 1oz Of Spiced Rum Into A Highball Glass With Ice. Fill With Ginger Ale.,Spiced Rum,
211,Creme De Menthe,,,,,Bring Sugar And Water To A Boil And Simmer For 10 Minutes. Cool. Add The Remaining Ingredients And Stir. Cover And Let Ripen For 1 Month.,,8 Cups
212,Cuba Libra,,,,,Fill Tall Glass With Ice Cubes. Add Rum. Rub Cut Edge Of Lime On Rim Of Glass Then Squeeze Juice Into Glass. Fill With Coca-cola. Garnish With Lime Slice. Enjoy!,,1-2 Shot
213,Cuba Libre,,,,,Build All Ingredients In A Collins Glass Filled With Ice. Garnish With Lime Wedge.,,
214,Daiquiri,,,,,,,
215,Damned If You Do,,,,,Pour Into Shot Glass. Put In Mouth. Repeat As Deemed Necessary.,Whiskey,0.75 Oz
216,Danbooka,,,,,Pour It In And Mix It.,,
217,Dark Caipirinha,,,,,Muddle The Sugar Into The Lime Wedges In An Old-fashioned Glass. Fill The Glass With Ice Cubes. Pour The Cachaca Into The Glass. Stir Well.,Demerara Sugar,
218,Dark And Stormy,,,,,In A Highball Glass Filled With Ice Add 6cl Dark Rum And Top With Ginger Beer. Garnish With Lime Wedge.,,5 Cl
219,Darkwood Sling,,,,,"There Are Many Good Cherry Liqueurs You Can Use, But I Prefere Heering. Add One Share Of The Liqueur. Then You Add One Share Of Soda. For A Sour Sling Use Tonic (most People Prefer The Drink Without Tonic). Afterwards You Fill The Glass With Orange Juice And Ice Cubes.",Cherry Heering,
220,Derby,,,,,Pour All Ingredients Into A Mixing Glass With Ice. Stir. Strain Into A Cocktail Glass. Garnish With A Sprig Of Fresh Mint In The Drink.,,6 Cl
221,Diesel,,,,,Pour The Lager First Then Add The Blackcurrant Cordial. Top Up With The Cider. The Colour Sholud Be Very Dark Approaching The Colour Of Guiness.,,1/2 Pint
222,Dirty Martini,,,,,"Pour The Vodka, Dry Vermouth And Olive Brine Into A Cocktail Shaker With A Handful Of Ice And Shake Well. Rub The Rim Of A Martini Glass With The Wedge Of Lemon. Strain The Contents Of The Cocktail Shaker Into The Glass And Add The Olive. A Dirty Martini Contains A Splash Of Olive Brine Or Olive Juice And Is Typically Garnished With An Olive.",,70ml/2fl Oz
223,Dirty Nipple,,,,,This Is A Layered Shot - The Bailey's Must Be On Top,,
224,Downshift,,,,,"Start With The Sprite. Next Comes The Tequila. After That, Add The Minute Maid Fruit Punch, Then Float The 151. Rocks Optional.",Fruit Punch,2 Part
225,Dragonfly,,,,,"In A Highball Glass Almost Filled With Ice Cubes, Combine The Gin And Ginger Ale. Stir Well. Garnish With The Lime Wedge.",,
226,Drinking Chocolate,,,,,"Heat The Cream And Milk With The Cinnamon And Vanilla Bean Very Slowly For 15-20 Minutes. (if You Don't Have Any Beans Add 1-2 Tsp Of Vanilla After Heating). Remove The Bean And Cinnamon. Add The Chocolate. Mix Until Fully Melted. Serve Topped With Some Very Dense Fresh Whipped Cream. Serves 1-2 Depending Upon How Much Of A Glutton You Are. For A Richer Chocolate, Use 4 Oz Of Milk, 4 Oz Of Cream, 4 Oz Of Chocolate. Serve In Coffee Mug.",Heavy Cream,
227,Dry Rob Roy,,,,,"In A Mixing Glass Half-filled With Ice Cubes, Combine The Scotch And Vermouth. Stir Well. Strain Into A Cocktail Glass. Garnish With The Lemon Twist.",,
228,Dubonnet Cocktail,,,,,,Dubonnet Rouge,
229,Duchamp's Punch,,,,,Shake All Ingredients. Double Strain In A Chilled Double Old Fashioned Glass With Abig Ice Cube. Garnish With A Couple Of Lavender Sprigs,Pisco,
230,Egg Cream,,,,,"Mix Syrup And Milk In A Fountain Glass. Add Soda Water, Serve With A Straw.",Chocolate Syrup,2 Tblsp
231,Egg Nog #4,,,,,"In A Small Mixer Bowl Beat Egg Yolks Till Blended. Gradually Add 1/4 Cup Sugar, Beating At High Speed Till Thick And Lemon Colored. Stir In Milk, Stir In Rum, Bourbon, Vanilla, And Salt. Chill Thoroughly. Whip Cream. Wash Beaters Well. In A Large Mixer Bowl Beat Egg Whites Till Soft Peaks Form. Gradually Add Remaining 1/4 Cup Sugar, Beating To Stiff Peaks. Fold Yolk Mixture And Whipped Cream Into Egg Whites. Serve Immediately. Sprinkle Nutmeg Over Each Serving. Serve In A Punch Bowl Or Another Big Bowl. Note: For A Nonalcoholic Eggnog, Prepare Eggnog As Above, Except Omit The Bourbon And Rum And Increase The Milk To 3 Cups.",Egg Yolk,6
232,Egg Nog - Healthy,,,,,"Whip Egg Substitute And Sugar Together, Combine With The Two Kinds Of Milk, Vanilla, And Rum. Mix Well. Chill Over Night. Sprinkle With Nutmeg. Makes 6 Servings.",Egg,
233,Egg-nog - Classic Cooked,,,Pitcher,,"In Large Saucepan, Beat Together Eggs, Sugar And Salt, If Desired. Stir In 2 Cups Of The Milk. Cook Over Low Heat, Stirring Constantly, Until Mixture Is Thick Enough To Coat A Metal Spoon And Reaches 160 Degrees F. Remove From Heat. Stir In Remaining 2 Cups Milk And Vanilla. Cover And Regfigerate Until Thoroughly Chilled, Several Hours Or Overnight. Just Before Serving, Pour Into Bowl Or Pitcher. Garnish Or Add Stir-ins, If Desired. Choose 1 Or Several Of: Chocolate Curls, Cinnamon Sticks, Extracts Of Flavorings, Flavored Brandy Or Liqueur, Fruit Juice Or Nectar, Ground Nutmeg, Maraschino Cherries, Orange Slices, Peppermint Sticks Or Candy Canes, Plain Brandy, Run Or Whiskey, Sherbet Or Ice-cream, Whipping Cream, Whipped. Serve Immediately.",,
234,English Highball,,,,,"Pour Brandy, Gin, And Sweet Vermouth Into A Highball Glass Over Ice Cubes. Fill With Carbonated Water. Add The Twist Of Lemon Peel, Stir, And Serve. (ginger Ale May Be Substituted For Carbonated Water, If Preferred.)",,
235,English Rose Cocktail,,,,,Rub Rim Of Cocktail Glass With Lemon Juice And Dip Rim Of Glass In Powdered Sugar. Shake All Ingredients (except Cherry) With Ice And Strain Into Sugar-rimmed Glass. Top With The Cherry And Serve.,,
236,Espresso Martini,,,,,"Pour Ingredients Into Shaker Filled With Ice, Shake Vigorously, And Strain Into Chilled Martini Glass",,
237,Fahrenheit 5000,,,,,Cover Bottom Of Shot Glass With Tabasco Sauce And Then Fill With Half Firewater And Half Absolut Peppar.,Firewater,
238,Flaming Dr. Pepper,,,,,"Add Amaretto, Bacardi, And Vodka. Mix In The Dr. Pepper And Beer",,
239,Flaming Lamborghini,,,,,"Pour The Sambuca And Kahlua Into The Cocktail Glass And Give The Drinker A Straw. Pour The Baileys And Blue Curacao Into Two Sepsrate Shot Glasses Either Side Of The Cocktail Glass. Set Light The Concotion In The Cocktail Glass And Start To Drink Through The Straw (this Drink Should Be Drunk In One) , As The Bottom Of The Glass Is Reached Put Out The Fire By Pouring The Baileys And Blue Curacao Into The Cocktail Glass And Keep Drinking Till It's All Gone!!",,
240,Flander's Flake-out,,,,,Bang 'em Both In.,,1/4 Glass
241,Flying Dutchman,,,,,"In An Old-fashioned Glass Almost Filled With Ice Cubes, Combine The Gin And Triple Sec. Stir Well.",,
242,Flying Scotchman,,,,,,,
243,Foxy Lady,,,,,"Shake All Ingredients With Ice, Strain Into A Chilled Cocktail Glass, And Serve.",,
244,Frappé,,,,,"Mix Together. Blend At Highest Blender Speed For About 1 Minute. Pour Into A Glass And Drink With A Straw. Notes: This Works Best If Everything Is Cold (if You Make Fresh Coffee, Mix It With The Milk And Let It Sit In The Fridge For 1/2 Hour. If It Is Not Frothy, Add More Milk, Or Even Just Some More Milk Powder. The Froth Gradually Turns To Liquid At The Bottom Of The Glass, So You Will Find That You Can Sit And Drink This For About 1/2 Hour, With More Iced Coffee Continually Appearing At The Bottom. Very Refreshing.",,1/2 Cup Black
245,Freddy Kruger,,,,,Make It An Ample Size Shot!!,,
246,"French ""75""",,,,,"In A Shaker Half-filled With Ice Cubes, Combine The Gin, Sugar, And Lemon Juice. Shake Well. Pour Into A Collins Glass. Top With The Champagne. Stir Well And Garnish With The Orange Slice And The Cherry.",,
247,French 75,,,,,"Combine Gin, Sugar, And Lemon Juice In A Cocktail Shaker Filled With Ice. Shake Vigorously And Strain Into A Chilled Champagne Glass. Top Up With Champagne. Stir Gently.",,
248,French Connection,,,,,Pour All Ingredients Directly Into Old Fashioned Glass Filled With Ice Cubes. Stir Gently.,Cognac,
249,French Martini,,,,,Pour All Ingredients Into Shaker With Ice Cubes. Shake Well And Strain Into A Chilled Cocktail Glass. Squeeze Oil From Lemon Peel Onto The Drink.,,
250,Frisco Sour,,,,,Shake All Ingredients (except Slices Of Lemon And Lime) With Ice And Strain Into A Whiskey Sour Glass. Decorate With The Slices Of Lemon And Lime And Serve.,,
251,Frozen Daiquiri,,,,,"Combine All Ingredients (except For The Cherry) In An Electric Blender And Blend At A Low Speed For Five Seconds, Then Blend At A High Speed Until Firm. Pour Contents Into A Champagne Flute, Top With The Cherry, And Serve.",,
252,Frozen Mint Daiquiri,,,,,Combine All Ingredients With 1 Cup Of Crushed Ice In An Electric Blender. Blend At A Low Speed For A Short Length Of Time. Pour Into An Old-fashioned Glass And Serve.,,
253,Frozen Pineapple Daiquiri,,,,,Combine All Ingredients With 1 Cup Of Crushed Ice In An Electric Blender. Blend At A Low Speed For A Short Length Of Time. Pour Into A Champagne Flute And Serve.,,
254,Fruit Cooler,,,,,"Toss Strawberries With Sugar, And Let Sit Overnight In Refrigerator. Cut Lemon, Reserve Two Slices. Juice The Rest. Mix Together The Lemon Juice, Strawberries, Apple Juice, And Soda Water. Add Slices Of Lemon (decor, Really). In Glasses, Put Ice Cubes, And A Slice Of Apple. Pour Drink In, And Serve.",,1 Can Frozen
255,Fruit Flip-flop,,,,,,Yoghurt,
256,Fruit Shake,,,,,Blend Til Smooth.,,1 Cup Fruit
257,Fuzzy Asshole,,,,,Fill Coffe Mug Half Full Of Coffee. Fill The Other Half Full Of Peach Schnapps. Stir And Drink While Hot.,,
258,Gg,,,,,Pour The Galliano Liqueur Over Ice. Fill The Remainder Of The Glass With Ginger Ale And Thats All There Is To It. You Now Have A Your Very Own Gg.,Galliano,2 1/2 Shots
259,Gagliardo,,,,,"Shake Well And Serve In A Cocktail Glass. This Is A Home Cocktail Of American/internet Bar Del Pozzo, Pavia, Italy.",,5 Parts
260,Gentleman's Club,,,,,,,
261,Gideon's Green Dinosaur,,,,,Add All Ingredients In Collins Glass With Ice And Stir.,,
262,Gin And Tonic,,,,,Pour The Gin And The Tonic Water Into A Highball Glass Almost Filled With Ice Cubes. Stir Well. Garnish With The Lime Wedge.,,
263,Gin Cooler,,,,,Stir Powdered Sugar And 2 Oz. Carbonated Water In A Collins Glass. Fill Glass With Ice And Add Gin. Fill With Carbonated Water And Stir. Add The Lemon Peel And The Orange Spiral So That The End Of The Orange Spiral Dangles Over Rim Of Glass.,,
264,Gin Daisy,,,,,"In A Shaker Half-filled With Ice Cubes, Combine The Wine, Lemon Juice, Sugar, And Grenadine. Shake Well. Pour Into An Old-fashioned Glass And Garnish With The Cherry And The Orange Slice.",,
265,Gin Fizz,,,,,"Shake All Ingredients With Ice Cubes, Except Soda Water. Pour Into Glass. Top With Soda Water.",,
266,Gin Rickey,,,,,Half-fill A Tall Glass With Ice. Mix The Gin And Grenadine Together And Pour Over The Ice. Add The Lime Or Lemon Juice And Top Off With Soda Water. Decorate The Glass With Lime And/or Lemon Slices.,,
267,Gin Sling,,,,,Dissolve Powdered Sugar In Mixture Of Water And Juice Of Lemon. Add Gin. Pour Into An Old-fashioned Glass Over Ice Cubes And Stir. Add The Twist Of Orange Peel And Serve.,,
268,Gin Smash,,,,,"Muddle Sugar With Carbonated Water And Mint Sprigs In An Old-fashioned Glass. Add Gin And 1 Ice Cube. Stir, Add The Orange Slice And The Cherry, And Serve.",,
269,Gin Sour,,,,,"In A Shaker Half-filled With Ice Cubes, Combine The Gin, Lemon Juice, And Sugar. Shake Well. Strain Into A Sour Glass And Garnish With The Orange Slice And The Cherry.",,
270,Gin Squirt,,,,,"Stir Gin, Grenadine, And Powdered Sugar With Ice And Strain Into A Highball Glass Over Ice Cubes. Fill With Carbonated Water And Stir. Decorate With The Pineapple Chunks And The Strawberries And Serve.",,
271,Gin Swizzle,,,,,"In A Shaker Half-filled With Ice Cubes, Combine The Lime Juice, Sugar, Gin, And Bitters. Shake Well. Almost Fill A Colling Glass With Ice Cubes. Stir Until The Glass Is Frosted. Strain The Mixture In The Shaker Into The Glass And Add The Club Soda.",Lime Juice,
